"Hero","Vs","Games","W","L","Win %","Elo Shift"
"Magnus","Phoenix","130","73","57","0.5615384615384615","4.773800864733071"
"Chen","Gyrocopter","130","73","57","0.5615384615384615","0.9392634457550597"
"Visage","Leshrac","57","32","25","0.5614035087719298","6.554989743238876"
"Shadow Shaman","Naga Siren","57","32","25","0.5614035087719298","6.1042343274767985"
"Bristleback","Zeus","57","32","25","0.5614035087719298","6.064580259424582"
"Outworld Devourer","Weaver","57","32","25","0.5614035087719298","4.939595712907513"
"Naga Siren","Bloodseeker","57","32","25","0.5614035087719298","4.923881208619277"
"Ember Spirit","Sniper","57","32","25","0.5614035087719298","4.808292569899128"
"Templar Assassin","Rubick","228","128","100","0.5614035087719298","4.534795623211758"
"Faceless Void","Alchemist","57","32","25","0.5614035087719298","4.082499213804307"
"Mirana","Slardar","57","32","25","0.5614035087719298","3.7279873250841393"
"Oracle","Void Spirit","57","32","25","0.5614035087719298","3.663729130318885"
"Dark Willow","Drow Ranger","57","32","25","0.5614035087719298","3.5742064628024455"
"Magnus","Warlock","57","32","25","0.5614035087719298","3.203776646199361"
"Bloodseeker","Lycan","57","32","25","0.5614035087719298","3.1390594849684104"
"Sven","Razor","57","32","25","0.5614035087719298","2.812025846972979"
"Warlock","Skywrath Mage","57","32","25","0.5614035087719298","1.6465369835053192"
"Bane","Techies","57","32","25","0.5614035087719298","0.07557195019737435"
"Lich","Dark Willow","57","32","25","0.5614035087719298","-1.4849393253289314"
"Timbersaw","Terrorblade","155","87","68","0.5612903225806452","3.5189729327449832"
"Bane","Ember Spirit","253","142","111","0.5612648221343873","4.186450910144369"
"Disruptor","Skywrath Mage","98","55","43","0.5612244897959183","5.167870248682904"
"Primal Beast","Templar Assassin","98","55","43","0.5612244897959183","4.859324945415381"
"Nature's Prophet","Keeper of the Light","98","55","43","0.5612244897959183","4.017857262050532"
"Treant Protector","Morphling","98","55","43","0.5612244897959183","3.944263318815863"
"Pangolier","Windranger","278","156","122","0.5611510791366906","3.48732743496632"
"Leshrac","Hoodwink","180","101","79","0.5611111111111111","2.5861075713366843"
"Pangolier","Crystal Maiden","262","147","115","0.5610687022900763","4.08194813343928"
"Faceless Void","Dragon Knight","82","46","36","0.5609756097560976","6.064005955311102"
"Shadow Demon","Earthshaker","82","46","36","0.5609756097560976","4.375572147920524"
"Faceless Void","Grimstroke","82","46","36","0.5609756097560976","4.2659436289445365"
"Puck","Broodmother","82","46","36","0.5609756097560976","4.003389287664437"
"Razor","Marci","107","60","47","0.5607476635514018","1.7789694246460592"
"Clockwerk","Muerta","173","97","76","0.5606936416184971","3.266563179588983"
"Death Prophet","Phantom Assassin","66","37","29","0.5606060606060606","5.926511077793661"
"Naga Siren","Jakiro","66","37","29","0.5606060606060606","4.941234591263266"
"Nyx Assassin","Primal Beast","66","37","29","0.5606060606060606","4.808178311116208"
"Nature's Prophet","Sniper","66","37","29","0.5606060606060606","4.536499353802782"
"Nyx Assassin","Rubick","132","74","58","0.5606060606060606","4.183833359306341"
"Windranger","Bloodseeker","66","37","29","0.5606060606060606","3.751860690859262"
"Nyx Assassin","Windranger","66","37","29","0.5606060606060606","3.2734553393591077"
"Templar Assassin","Winter Wyvern","66","37","29","0.5606060606060606","2.678050668937076"
"Disruptor","Sniper","66","37","29","0.5606060606060606","1.9857720534053647"
"Bane","Razor","157","88","69","0.5605095541401274","4.2056825254534935"
"Io","Undying","91","51","40","0.5604395604395604","2.7944035820146262"
"Tiny","Tidehunter","298","167","131","0.5604026845637584","3.3675528359858"
"Batrider","Jakiro","141","79","62","0.5602836879432624","4.014085392639268"
"Slardar","Dark Seer","75","42","33","0.56","6.234279625536384"
"Tiny","Abaddon","150","84","66","0.56","4.654673183917212"
"Spirit Breaker","Chen","50","28","22","0.56","4.553673486661737"
"Troll Warlord","Ursa","100","56","44","0.56","4.488798592186562"
"Luna","Dawnbreaker","75","42","33","0.56","4.408364358871715"
"Spirit Breaker","Silencer","75","42","33","0.56","3.9313783710898047"
"Magnus","Alchemist","75","42","33","0.56","3.8499994064326057"
"Timbersaw","Night Stalker","50","28","22","0.56","3.5933664868023136"
"Rubick","Juggernaut","75","42","33","0.56","3.265126241287534"
"Ursa","Earthshaker","75","42","33","0.56","2.6538298925139445"
"Doom","Mars","225","126","99","0.56","2.452299345474233"
"Axe","Rubick","100","56","44","0.56","2.304511726983141"
"Ember Spirit","Phantom Assassin","125","70","55","0.56","2.0366936912631872"
"Sand King","Marci","50","28","22","0.56","1.0125305673649965"
"Invoker","Drow Ranger","50","28","22","0.56","-0.24966282916122823"
"Mirana","Luna","134","75","59","0.5597014925373134","3.4138283393316753"
"Clockwerk","Spirit Breaker","134","75","59","0.5597014925373134","3.082633298963519"
"Timbersaw","Dark Seer","109","61","48","0.5596330275229358","4.170848080525605"
"Elder Titan","Lion","84","47","37","0.5595238095238095","4.731336537709779"
"Alchemist","Luna","84","47","37","0.5595238095238095","1.5766604154324555"
"Rubick","Drow Ranger","143","80","63","0.5594405594405595","1.9960320858044567"
"Bane","Leshrac","143","80","63","0.5594405594405595","1.8388029193895272"
"Hoodwink","Void Spirit","202","113","89","0.5594059405940595","3.0542380786024013"
"Treant Protector","Axe","59","33","26","0.559322033898305","5.391402304544386"
"Techies","Grimstroke","59","33","26","0.559322033898305","4.777549348084709"
"Lycan","Bristleback","59","33","26","0.559322033898305","4.137066118044272"
"Leshrac","Skywrath Mage","59","33","26","0.559322033898305","3.9397907769604315"
"Clockwerk","Juggernaut","59","33","26","0.559322033898305","3.793662468269746"
"Earth Spirit","Windranger","59","33","26","0.559322033898305","3.3800376298907953"
"Shadow Shaman","Ancient Apparition","59","33","26","0.559322033898305","2.911689279257492"
"Gyrocopter","Ancient Apparition","59","33","26","0.559322033898305","2.771799530357291"
"Crystal Maiden","Vengeful Spirit","59","33","26","0.559322033898305","1.970100574153541"
"Io","Nyx Assassin","59","33","26","0.559322033898305","0.7176691873325551"
"Pangolier","Vengeful Spirit","152","85","67","0.5592105263157895","1.8596063420204734"
"Doom","Undying","220","123","97","0.5590909090909091","3.647250747477983"
"Grimstroke","Gyrocopter","127","71","56","0.5590551181102362","4.0963166996203775"
"Templar Assassin","Luna","127","71","56","0.5590551181102362","3.957492174729999"
"Snapfire","Muerta","68","38","30","0.5588235294117647","5.1108972198033005"
"Gyrocopter","Silencer","68","38","30","0.5588235294117647","4.890265592242743"
"Bristleback","Queen of Pain","68","38","30","0.5588235294117647","3.8823353187371845"
"Luna","Void Spirit","102","57","45","0.5588235294117647","3.564302880577908"
"Tusk","Vengeful Spirit","68","38","30","0.5588235294117647","3.501946129729939"
"Enigma","Keeper of the Light","68","38","30","0.5588235294117647","2.908950485970215"
"Primal Beast","Slark","68","38","30","0.5588235294117647","2.786238125077092"
"Chen","Medusa","68","38","30","0.5588235294117647","2.5225702915739054"
"Faceless Void","Muerta","68","38","30","0.5588235294117647","2.140929673266136"
"Sand King","Morphling","102","57","45","0.5588235294117647","1.5196822293610273"
"Beastmaster","Silencer","179","100","79","0.5586592178770949","4.292011552022221"
"Dark Seer","Terrorblade","145","81","64","0.5586206896551724","2.7954399957840725"
"Doom","Marci","145","81","64","0.5586206896551724","2.238024033882378"
"Visage","Mars","111","62","49","0.5585585585585585","2.1532274884804266"
"Enigma","Dark Seer","77","43","34","0.5584415584415584","6.076873797904412"
"Muerta","Queen of Pain","77","43","34","0.5584415584415584","4.172310653057447"
"Enigma","Shadow Fiend","77","43","34","0.5584415584415584","3.261591269992548"
"Monkey King","Bristleback","154","86","68","0.5584415584415584","1.5483281495182992"
"Razor","Bristleback","77","43","34","0.5584415584415584","0.45867824305059324"
"Earth Spirit","Terrorblade","86","48","38","0.5581395348837209","4.985647435797954"
"Mirana","Faceless Void","86","48","38","0.5581395348837209","4.479193841752508"
"Lion","Luna","129","72","57","0.5581395348837209","4.394532955998059"
"Enigma","Clockwerk","172","96","76","0.5581395348837209","3.7374224989053495"
"Centaur Warrunner","Underlord","86","48","38","0.5581395348837209","2.8706196902557233"
"Chen","Warlock","86","48","38","0.5581395348837209","1.4171883533994218"
"Nature's Prophet","Dawnbreaker","172","96","76","0.5581395348837209","1.301475953322926"
"Hoodwink","Tidehunter","181","101","80","0.5580110497237569","3.3467753766701214"
"Snapfire","Sniper","95","53","42","0.5578947368421052","5.313787226885143"
"Shadow Shaman","Medusa","95","53","42","0.5578947368421052","4.367353502473471"
"Templar Assassin","Crystal Maiden","95","53","42","0.5578947368421052","3.882310464278505"
"Monkey King","Brewmaster","95","53","42","0.5578947368421052","1.4756469425541836"
"Bane","Mirana","147","82","65","0.5578231292517006","3.3266186030212124"
"Hoodwink","Huskar","52","29","23","0.5576923076923077","4.48454605021066"
"Pugna","Lifestealer","52","29","23","0.5576923076923077","3.935179497618221"
"Queen of Pain","Dawnbreaker","104","58","46","0.5576923076923077","3.553836689581347"
"Bristleback","Bounty Hunter","52","29","23","0.5576923076923077","3.476596706707997"
"Beastmaster","Dazzle","52","29","23","0.5576923076923077","3.2195795022229907"
"Bane","Chaos Knight","104","58","46","0.5576923076923077","3.1856724776423837"
"Windranger","Tusk","217","121","96","0.5576036866359447","4.460201414764907"
"Disruptor","Undying","226","126","100","0.5575221238938053","3.380524343092827"
"Tusk","Drow Ranger","113","63","50","0.5575221238938053","3.2517345973867533"
"Enchantress","Earthshaker","113","63","50","0.5575221238938053","2.8487887120007493"
"Treant Protector","Templar Assassin","113","63","50","0.5575221238938053","2.831047741893573"
"Monkey King","Marci","174","97","77","0.5574712643678161","1.3210494254130145"
"Dazzle","Pangolier","61","34","27","0.5573770491803278","4.501874281706463"
"Tusk","Dazzle","61","34","27","0.5573770491803278","3.6296745527875256"
"Chen","Invoker","61","34","27","0.5573770491803278","3.1430395975296324"
"Magnus","Lina","122","68","54","0.5573770491803278","2.7898186520957986"
"Skywrath Mage","Earth Spirit","61","34","27","0.5573770491803278","2.0467614775470047"
"Marci","Abaddon","61","34","27","0.5573770491803278","1.9076873448902254"
"Treant Protector","Medusa","61","34","27","0.5573770491803278","1.662953822841556"
"Bristleback","Silencer","61","34","27","0.5573770491803278","1.537308819295302"
"Abaddon","Viper","61","34","27","0.5573770491803278","0.7983698261422182"
"Alchemist","Pangolier","192","107","85","0.5572916666666666","2.6705932245681683"
"Doom","Dark Willow","131","73","58","0.5572519083969466","1.7176144646647116"
"Death Prophet","Dark Seer","70","39","31","0.5571428571428572","4.950431013544843"
"Naga Siren","Faceless Void","70","39","31","0.5571428571428572","3.792228031139049"
"Lich","Invoker","70","39","31","0.5571428571428572","3.7804616609179145"
"Medusa","Juggernaut","70","39","31","0.5571428571428572","3.7341424942438803"
"Medusa","Shadow Fiend","70","39","31","0.5571428571428572","3.5155815462914854"
"Brewmaster","Beastmaster","140","78","62","0.5571428571428572","3.471951491844683"
"Faceless Void","Centaur Warrunner","70","39","31","0.5571428571428572","2.92402162871167"
"Batrider","Undying","210","117","93","0.5571428571428572","2.8900348693495683"
"Lifestealer","Ember Spirit","140","78","62","0.5571428571428572","2.6520656435625996"
"Puck","Silencer","140","78","62","0.5571428571428572","2.5539746268852617"
"Shadow Shaman","Magnus","70","39","31","0.5571428571428572","0.6261875106225148"
"Alchemist","Undying","70","39","31","0.5571428571428572","0.5277166285070717"
"Kez","Phoenix","70","39","31","0.5571428571428572","-0.1825159570997387"
"Beastmaster","Storm Spirit","386","215","171","0.5569948186528497","2.6141364276977797"
"Bloodseeker","Phantom Assassin","79","44","35","0.5569620253164557","6.090892782307488"
"Nature's Prophet","Phoenix","158","88","70","0.5569620253164557","2.948392384807231"
"Naga Siren","Tiny","167","93","74","0.5568862275449101","4.948542360110022"
"Slardar","Warlock","88","49","39","0.5568181818181818","5.658685153062618"
"Magnus","Disruptor","88","49","39","0.5568181818181818","3.891287088066802"
"Keeper of the Light","Luna","88","49","39","0.5568181818181818","2.9088236000247534"
"Shadow Fiend","Warlock","88","49","39","0.5568181818181818","2.375439858451642"
"Io","Snapfire","176","98","78","0.5568181818181818","1.997085394814934"
"Nature's Prophet","Muerta","88","49","39","0.5568181818181818","1.8081345539337643"
"Windranger","Underlord","88","49","39","0.5568181818181818","0.38342399492205304"
"Pangolier","Tidehunter","282","157","125","0.5567375886524822","3.4222441697064587"
"Faceless Void","Crystal Maiden","97","54","43","0.5567010309278351","4.63847530894213"
"Lion","Grimstroke","106","59","47","0.5566037735849056","2.7490831917712897"
"Templar Assassin","Leshrac","106","59","47","0.5566037735849056","2.0742187627975057"
"Medusa","Techies","115","64","51","0.5565217391304348","4.561958183427805"
"Templar Assassin","Tusk","230","128","102","0.5565217391304348","3.6261381740736693"
"Batrider","Rubick","363","202","161","0.5564738292011019","3.4037924634730046"
"Monkey King","Muerta","124","69","55","0.5564516129032258","2.248662034504064"
"Nyx Assassin","Snapfire","133","74","59","0.556390977443609","3.162205338353147"
"Beastmaster","Ursa","133","74","59","0.556390977443609","2.984271630784322"
"Clockwerk","Brewmaster","142","79","63","0.5563380281690141","3.523029004003625"
"Luna","Phoenix","142","79","63","0.5563380281690141","2.509642880563089"
"Beastmaster","Lina","142","79","63","0.5563380281690141","1.8829564178085376"
"Kunkka","Centaur Warrunner","160","89","71","0.55625","2.5794556945360947"
"Earth Spirit","Tiny","205","114","91","0.5560975609756098","2.9067074051601707"
"Bristleback","Beastmaster","232","129","103","0.5560344827586207","4.077077011095524"
"Shadow Shaman","Tiny","304","169","135","0.555921052631579","3.880404679066447"
"Clockwerk","Techies","117","65","52","0.5555555555555556","6.804128291325143"
"Troll Warlord","Dark Seer","72","40","32","0.5555555555555556","6.095329048036779"
"Templar Assassin","Ancient Apparition","81","45","36","0.5555555555555556","5.6812507967326615"
"Pangolier","Zeus","90","50","40","0.5555555555555556","4.954743028528298"
"Shadow Shaman","Rubick","99","55","44","0.5555555555555556","4.678062038764053"
"Earthshaker","Invoker","81","45","36","0.5555555555555556","4.640175810261911"
"Ursa","Disruptor","135","75","60","0.5555555555555556","4.630794161560411"
"Enigma","Pugna","63","35","28","0.5555555555555556","4.4368805502874435"
"Puck","Dazzle","117","65","52","0.5555555555555556","4.291711053242109"
"Queen of Pain","Juggernaut","63","35","28","0.5555555555555556","4.202180438200664"
"Nature's Prophet","Shadow Demon","108","60","48","0.5555555555555556","4.156833884478844"
"Muerta","Rubick","135","75","60","0.5555555555555556","4.098588494679159"
"Alchemist","Nature's Prophet","81","45","36","0.5555555555555556","3.872587218444002"
"Clinkz","Beastmaster","126","70","56","0.5555555555555556","3.8595121429702943"
"Lion","Drow Ranger","63","35","28","0.5555555555555556","3.546099869860294"
"Puck","Morphling","207","115","92","0.5555555555555556","3.3715129082164115"
"Gyrocopter","Phantom Assassin","99","55","44","0.5555555555555556","3.3196888615214437"
"Alchemist","Medusa","54","30","24","0.5555555555555556","3.136897669860131"
"Treant Protector","Void Spirit","81","45","36","0.5555555555555556","3.107195272977477"
"Ursa","Lifestealer","54","30","24","0.5555555555555556","2.904531086235054"
"Morphling","Ancient Apparition","63","35","28","0.5555555555555556","2.8475995841503936"
"Lina","Lich","63","35","28","0.5555555555555556","2.6830616922958703"
"Crystal Maiden","Ursa","108","60","48","0.5555555555555556","2.6432479672835405"
"Doom","Sven","99","55","44","0.5555555555555556","2.6008527627439433"
"Shadow Demon","Medusa","153","85","68","0.5555555555555556","2.5928963446646947"
"Sniper","Windranger","54","30","24","0.5555555555555556","2.5042669249642"
"Crystal Maiden","Tidehunter","63","35","28","0.5555555555555556","2.467956205617521"
"Weaver","Crystal Maiden","90","50","40","0.5555555555555556","2.275616688966853"
"Sven","Timbersaw","63","35","28","0.5555555555555556","2.2714640517282736"
"Queen of Pain","Phantom Assassin","90","50","40","0.5555555555555556","1.8983228020647176"
"Earth Spirit","Tidehunter","63","35","28","0.5555555555555556","1.8841406245317176"
"Lion","Shadow Fiend","81","45","36","0.5555555555555556","0.8325872028107995"
"Axe","Phoenix","54","30","24","0.5555555555555556","0.2287704256558487"
"Chen","Troll Warlord","54","30","24","0.5555555555555556","-0.07465305473008052"
"Shadow Demon","Rubick","236","131","105","0.5550847457627118","3.8107279949396986"
"Beastmaster","Void Spirit","200","111","89","0.555","2.9709305366359597"
"Shadow Demon","Clockwerk","200","111","89","0.555","2.0818562618256213"
"Beastmaster","Snapfire","346","192","154","0.5549132947976878","3.2980266509813467"
"Centaur Warrunner","Jakiro","164","91","73","0.5548780487804879","3.535636668151892"
"Invoker","Storm Spirit","164","91","73","0.5548780487804879","0.8367616392472487"
"Beastmaster","Sniper","155","86","69","0.5548387096774193","3.2918276502784005"
"Nature's Prophet","Marci","155","86","69","0.5548387096774193","3.2585332456892444"
"Sand King","Tidehunter","110","61","49","0.5545454545454546","4.612390380191648"
"Treant Protector","Invoker","110","61","49","0.5545454545454546","2.951611226464902"
"Lycan","Batrider","110","61","49","0.5545454545454546","2.4930223957883273"
"Earthshaker","Doom","110","61","49","0.5545454545454546","2.420210298159492"
"Io","Phoenix","110","61","49","0.5545454545454546","1.6619954827030308"
"Marci","Zeus","101","56","45","0.5544554455445545","3.6858735717804034"
"Enchantress","Spirit Breaker","101","56","45","0.5544554455445545","3.105404460776224"
"Bane","Nyx Assassin","101","56","45","0.5544554455445545","-0.9194125146838816"
"Templar Assassin","Troll Warlord","92","51","41","0.5543478260869565","3.9998910830793544"
"Earthshaker","Primal Beast","92","51","41","0.5543478260869565","3.6685315478468716"
"Snapfire","Alchemist","92","51","41","0.5543478260869565","2.917517750176139"
"Death Prophet","Silencer","83","46","37","0.5542168674698795","4.964619600044359"
"Skywrath Mage","Dragon Knight","83","46","37","0.5542168674698795","4.587959813986649"
"Sven","Pugna","83","46","37","0.5542168674698795","3.997654909777999"
"Lycan","Death Prophet","83","46","37","0.5542168674698795","2.385737234510025"
"Nyx Assassin","Ursa","83","46","37","0.5542168674698795","2.0604002425249344"
"Disruptor","Slark","83","46","37","0.5542168674698795","1.971555665228245"
"Keeper of the Light","Dark Seer","83","46","37","0.5542168674698795","1.9152069044626416"
"Naga Siren","Phoenix","83","46","37","0.5542168674698795","1.5491816202923367"
"Doom","Lion","157","87","70","0.554140127388535","1.2629318807524563"
"Faceless Void","Ursa","74","41","33","0.5540540540540541","3.500749237712799"
"Rubick","Chaos Knight","148","82","66","0.5540540540540541","3.408045840910664"
"Shadow Shaman","Dark Seer","74","41","33","0.5540540540540541","3.3419742754478317"
"Tidehunter","Snapfire","222","123","99","0.5540540540540541","2.887294548913377"
"Queen of Pain","Rubick","222","123","99","0.5540540540540541","2.3305452417942782"
"Timbersaw","Techies","139","77","62","0.5539568345323741","4.03835790862583"
"Disruptor","Death Prophet","139","77","62","0.5539568345323741","3.5711646406525337"
"Ursa","Tidehunter","139","77","62","0.5539568345323741","3.1115532112495865"
"Bristleback","Dawnbreaker","139","77","62","0.5539568345323741","2.738962970761624"
"Templar Assassin","Shadow Fiend","139","77","62","0.5539568345323741","2.1369621619379817"
"Ringmaster","Tiny","130","72","58","0.5538461538461539","5.7626430032865015"
"Razor","Undying","65","36","29","0.5538461538461539","4.419329945519369"
"Earthshaker","Luna","65","36","29","0.5538461538461539","3.9368016564930115"
"Treant Protector","Earth Spirit","65","36","29","0.5538461538461539","3.7717225747874163"
"Treant Protector","Rubick","325","180","145","0.5538461538461539","3.509350512720022"
"Lone Druid","Tiny","65","36","29","0.5538461538461539","3.154224112207799"
"Magnus","Elder Titan","65","36","29","0.5538461538461539","3.0750804157698437"
"Underlord","Io","65","36","29","0.5538461538461539","2.97983655652843"
"Abaddon","Dawnbreaker","65","36","29","0.5538461538461539","2.769241454970898"
"Templar Assassin","Puck","325","180","145","0.5538461538461539","2.662981134178032"
"Clinkz","Tiny","65","36","29","0.5538461538461539","1.882577182027294"
"Timbersaw","Nyx Assassin","65","36","29","0.5538461538461539","1.3880328460957008"
"Keeper of the Light","Warlock","65","36","29","0.5538461538461539","1.377583305027158"
"Treant Protector","Mars","186","103","83","0.553763440860215","3.8149262427559925"
"Timbersaw","Sand King","121","67","54","0.5537190082644629","4.621840602104691"
"Abaddon","Jakiro","121","67","54","0.5537190082644629","2.8428634489108475"
"Enigma","Doom","121","67","54","0.5537190082644629","1.7360189961357244"
"Nature's Prophet","Rubick","298","165","133","0.5536912751677853","3.296846221694914"
"Beastmaster","Keeper of the Light","177","98","79","0.5536723163841808","3.3778701311890957"
"Bloodseeker","Brewmaster","56","31","25","0.5535714285714286","5.034553438517948"
"Grimstroke","Earthshaker","56","31","25","0.5535714285714286","4.068553926566442"
"Puck","Pudge","112","62","50","0.5535714285714286","4.0668526192406045"
"Clockwerk","Underlord","112","62","50","0.5535714285714286","3.5817438247594304"
"Dragon Knight","Lina","168","93","75","0.5535714285714286","3.3644941637077173"
"Brewmaster","Zeus","56","31","25","0.5535714285714286","3.008181634590014"
"Sven","Marci","112","62","50","0.5535714285714286","2.962107622710934"
"Faceless Void","Shadow Fiend","56","31","25","0.5535714285714286","2.340331553874608"
"Huskar","Rubick","56","31","25","0.5535714285714286","2.260484603640675"
"Muerta","Puck","168","93","75","0.5535714285714286","2.196972078234026"
"Anti-Mage","Pugna","56","31","25","0.5535714285714286","2.173116584790189"
"Bane","Doom","112","62","50","0.5535714285714286","1.582739910321956"
"Faceless Void","Sand King","56","31","25","0.5535714285714286","1.5266995514789843"
"Earthshaker","Puck","168","93","75","0.5535714285714286","1.5104129041680736"
"Zeus","Sniper","56","31","25","0.5535714285714286","1.3405368159760753"
"Shadow Demon","Clinkz","56","31","25","0.5535714285714286","1.257938014619094"
"Naga Siren","Shadow Demon","112","62","50","0.5535714285714286","1.0640492835438045"
"Slark","Nature's Prophet","56","31","25","0.5535714285714286","0.6939262506838688"
"Brewmaster","Gyrocopter","103","57","46","0.5533980582524272","3.9494294987975405"
"Io","Morphling","103","57","46","0.5533980582524272","3.3704150120372227"
"Marci","Jakiro","103","57","46","0.5533980582524272","3.1521305693445743"
"Dark Willow","Io","103","57","46","0.5533980582524272","2.663470612551682"
"Doom","Nyx Assassin","103","57","46","0.5533980582524272","2.633726042100139"
"Razor","Primal Beast","103","57","46","0.5533980582524272","2.5795100481345883"
"Tidehunter","Spirit Breaker","103","57","46","0.5533980582524272","2.069583250505298"
"Monkey King","Batrider","253","140","113","0.5533596837944664","1.7011089463181661"
"Bloodseeker","Rubick","150","83","67","0.5533333333333333","4.211101949436884"
"Viper","Clockwerk","94","52","42","0.5531914893617021","4.245900388789545"
"Gyrocopter","Underlord","94","52","42","0.5531914893617021","3.4605204718424267"
"Monkey King","Abaddon","94","52","42","0.5531914893617021","3.005369578369603"
"Leshrac","Invoker","94","52","42","0.5531914893617021","1.8582862690275566"
"Phantom Lancer","Terrorblade","94","52","42","0.5531914893617021","1.768854276338644"
"Clockwerk","Phoenix","273","151","122","0.5531135531135531","1.9839015457280924"
"Nyx Assassin","Enchantress","132","73","59","0.553030303030303","4.3703448997805845"
"Monkey King","Io","132","73","59","0.553030303030303","3.1900538566600423"
"Shadow Demon","Crystal Maiden","132","73","59","0.553030303030303","2.8718996220620188"
"Undying","Tidehunter","132","73","59","0.553030303030303","2.711181069434258"
"Brewmaster","Hoodwink","132","73","59","0.553030303030303","2.054199367559878"
"Clockwerk","Skywrath Mage","132","73","59","0.553030303030303","1.599302542546541"
"Spirit Breaker","Invoker","85","47","38","0.5529411764705883","5.19765163487637"
"Skywrath Mage","Phoenix","85","47","38","0.5529411764705883","4.124846246762861"
"Abaddon","Dark Willow","85","47","38","0.5529411764705883","3.330890540574901"
"Ringmaster","Centaur Warrunner","85","47","38","0.5529411764705883","3.1899550570445356"
"Enigma","Dark Willow","85","47","38","0.5529411764705883","3.1725756266547944"
"Medusa","Magnus","85","47","38","0.5529411764705883","2.642634996870625"
"Faceless Void","Nature's Prophet","85","47","38","0.5529411764705883","2.369091970650881"
"Faceless Void","Marci","85","47","38","0.5529411764705883","2.0334852377061114"
"Beastmaster","Troll Warlord","85","47","38","0.5529411764705883","1.836979073694006"
"Abaddon","Queen of Pain","123","68","55","0.5528455284552846","3.564015090326511"
"Alchemist","Dragon Knight","123","68","55","0.5528455284552846","2.911247157906159"
"Primal Beast","Bristleback","123","68","55","0.5528455284552846","2.662601151723048"
"Warlock","Beastmaster","161","89","72","0.5527950310559007","5.361732708460535"
"Storm Spirit","Primal Beast","161","89","72","0.5527950310559007","3.005052376320867"
"Storm Spirit","Queen of Pain","266","147","119","0.5526315789473685","4.021200429178345"
"Abaddon","Nature's Prophet","76","42","34","0.5526315789473685","3.439310837151447"
"Brewmaster","Sand King","76","42","34","0.5526315789473685","2.802792329513823"
"Enigma","Jakiro","76","42","34","0.5526315789473685","2.7764890131863265"
"Centaur Warrunner","Doom","228","126","102","0.5526315789473685","2.311526536333205"
"Kunkka","Vengeful Spirit","76","42","34","0.5526315789473685","1.9084124052796199"
"Abaddon","Keeper of the Light","76","42","34","0.5526315789473685","1.8566423502366038"
"Enchantress","Dawnbreaker","152","84","68","0.5526315789473685","1.7153677191152248"
"Nature's Prophet","Pangolier","257","142","115","0.5525291828793775","3.8388588726392903"
"Sven","Monkey King","105","58","47","0.5523809523809524","3.2054397345634507"
"Snapfire","Drow Ranger","105","58","47","0.5523809523809524","2.775804456404096"
"Disruptor","Muerta","67","37","30","0.5522388059701493","4.537022652166947"
"Bristleback","Lion","67","37","30","0.5522388059701493","3.2988286961714306"
"Zeus","Kunkka","67","37","30","0.5522388059701493","2.647470250640272"
"Treant Protector","Magnus","67","37","30","0.5522388059701493","2.5343181049932846"
"Weaver","Skywrath Mage","67","37","30","0.5522388059701493","1.6281986601767038"
"Earth Spirit","Shadow Fiend","67","37","30","0.5522388059701493","1.2202927717528196"
"Chen","Weaver","67","37","30","0.5522388059701493","0.8432039439432459"
"Troll Warlord","Queen of Pain","67","37","30","0.5522388059701493","0.838745750435465"
"Weaver","Pangolier","230","127","103","0.5521739130434783","2.655070810168542"
"Luna","Timbersaw","192","106","86","0.5520833333333334","3.5892129530286954"
"Centaur Warrunner","Abaddon","96","53","43","0.5520833333333334","3.44631318088565"
"Crystal Maiden","Nature's Prophet","96","53","43","0.5520833333333334","2.517427527614979"
"Doom","Terrorblade","288","159","129","0.5520833333333334","2.1986764547547453"
"Shadow Shaman","Timbersaw","96","53","43","0.5520833333333334","1.5547509637561856"
"Beastmaster","Queen of Pain","221","122","99","0.5520361990950227","2.4961405678652486"
"Shadow Fiend","Gyrocopter","125","69","56","0.552","3.5974644753864276"
"Medusa","Pugna","125","69","56","0.552","1.7520237443769988"
"Abaddon","Terrorblade","125","69","56","0.552","1.2785381782100549"
"Razor","Dragon Knight","183","101","82","0.5519125683060109","2.5444185199997795"
"Tiny","Dawnbreaker","386","213","173","0.5518134715025906","1.2579616798925677"
"Silencer","Luna","58","32","26","0.5517241379310345","5.223464784172901"
"Medusa","Io","87","48","39","0.5517241379310345","4.877203582879269"
"Viper","Juggernaut","58","32","26","0.5517241379310345","4.142499495086413"
"Hoodwink","Techies","174","96","78","0.5517241379310345","3.8703514839461524"
"Magnus","Lycan","58","32","26","0.5517241379310345","3.3557786303757244"
"Outworld Devourer","Snapfire","58","32","26","0.5517241379310345","3.2783949767671268"
"Medusa","Earthshaker","87","48","39","0.5517241379310345","3.227394855593918"
"Pangolier","Ursa","174","96","78","0.5517241379310345","2.961152143106003"
"Hoodwink","Abaddon","116","64","52","0.5517241379310345","2.580209376893243"
"Lifestealer","Naga Siren","58","32","26","0.5517241379310345","2.5235462804434023"
"Kunkka","Phoenix","145","80","65","0.5517241379310345","2.3279960770133723"
"Windranger","Skywrath Mage","58","32","26","0.5517241379310345","2.148905819046378"
"Crystal Maiden","Dark Willow","116","64","52","0.5517241379310345","1.746982407126905"
"Naga Siren","Bane","58","32","26","0.5517241379310345","1.4771636409354791"
"Kunkka","Warlock","58","32","26","0.5517241379310345","1.3940086241964673"
